datetime,ticker,price_open,price_close,price_high,price_low,price_vol
2015-01-01 00:00:00,X:BTCUSD,314.02868,324.99703,324.99787,314.02868,0.435
2015-01-02 00:00:00,X:BTCUSD,313.17849,315.30403,320.0,313.17849,8.915297499999994
2015-01-03 00:00:00,X:BTCUSD,315.3001,281.50556,319.9338,281.50556,55.70158876000031
2015-01-04 00:00:00,X:BTCUSD,287.5338,265.86907,297.47622,265.86907,22.272335409999982
2015-01-05 00:00:00,X:BTCUSD,269.25518,274.47008,280.0,252.31554,67.25894076000004
2015-01-06 00:00:00,X:BTCUSD,260.00001,281.15113,293.66025,260.00001,3.1411300000000013
2015-01-07 00:00:00,X:BTCUSD,269.00001,299.99973,299.99973,269.00001,7.707377209999992
2015-01-08 00:00:00,X:BTCUSD,290.00001,283.52532,290.00001,283.52532,8.336343099999999
2015-01-09 00:00:00,X:BTCUSD,290.0,299.98516,299.98516,282.99689,8.370981140000001
2015-01-10 00:00:00,X:BTCUSD,288.0,277.78,296.0,274.7275,49.01191883
2015-01-11 00:00:00,X:BTCUSD,269.13069,265.0,269.15244,265.0,6.88088617
2015-01-12 00:00:00,X:BTCUSD,267.0,265.05737,292.0,263.02003,53.91089355
2015-01-13 00:00:00,X:BTCUSD,268.0,216.00001,268.0,215.0901,200.7051902099992
2015-01-14 00:00:00,X:BTCUSD,218.01,175.0,230.9919,175.0,221.66675472999825
2015-01-15 00:00:00,X:BTCUSD,175.0,218.9994,236.46589,175.0,116.57096037000008
2015-01-16 00:00:00,X:BTCUSD,209.03003,213.36243,219.0,195.20001,44.71203000000008
2015-01-17 00:00:00,X:BTCUSD,198.0,200.0,202.1725,196.0,9.216220699999996
2015-01-18 00:00:00,X:BTCUSD,200.0,219.9754,220.0,199.49585,31.116297559999992
2015-01-19 00:00:00,X:BTCUSD,206.13015,211.01,213.0,206.0,7.539439999999998
2015-01-20 00:00:00,X:BTCUSD,211.0,219.81882,219.84384,208.395,5.215864229999999
2015-01-21 00:00:00,X:BTCUSD,206.10107,224.485,225.90836,206.10106,47.35145822999999
2015-01-22 00:00:00,X:BTCUSD,225.01001,228.02561,241.01995,225.01001,26.471158839999998
2015-01-23 00:00:00,X:BTCUSD,228.3432,228.04286,231.23647,222.6761,10.177966109999996
2015-01-24 00:00:00,X:BTCUSD,228.02262,248.3225,251.36381,228.02262,114.17499046
2015-01-25 00:00:00,X:BTCUSD,250.84099,257.06,257.06,241.28478,41.23670749000001
2015-01-26 00:00:00,X:BTCUSD,258.0,270.0,307.045,250.03923,86.66463678999978
2015-01-27 00:00:00,X:BTCUSD,248.07348,250.84686,269.10297,205.00002,59.44039191000004
2015-01-28 00:00:00,X:BTCUSD,248.39845,247.99527,279.99998,225.01593,66.60420387000012
2015-01-29 00:00:00,X:BTCUSD,245.0,231.82976,245.0,222.27741,36.18992437000001
2015-01-30 00:00:00,X:BTCUSD,235.01,220.00103,239.36069,220.00103,55.18645337000001
2015-01-31 00:00:00,X:BTCUSD,229.98215,216.68998,239.98083,216.68998,13.38581916
2015-02-01 00:00:00,X:BTCUSD,216.14762,239.98261,239.98261,210.00635,5.104832620000001
2015-02-02 00:00:00,X:BTCUSD,239.96153,228.0,239.96153,223.9399,5.234146839999999
2015-02-03 00:00:00,X:BTCUSD,240.0,235.45066,246.93235,231.95995,18.46848767000001
2015-02-04 00:00:00,X:BTCUSD,228.0,228.89529,228.89529,221.85024,15.170659899999988
2015-02-05 00:00:00,X:BTCUSD,222.0,217.0,222.53259,215.25,17.33634536999999
2015-02-06 00:00:00,X:BTCUSD,217.0,221.9156,225.0,215.0,12.396409529999996
2015-02-07 00:00:00,X:BTCUSD,218.44062,229.65995,231.57664,218.44062,1.80878
2015-02-08 00:00:00,X:BTCUSD,229.0,229.2314,229.2314,218.80695,14.25094166
2015-02-09 00:00:00,X:BTCUSD,218.44851,221.2,228.95643,215.0,16.759032070000007
2015-02-10 00:00:00,X:BTCUSD,219.01,215.01,221.915,215.00001,3.2900660000000004
2015-02-11 00:00:00,X:BTCUSD,215.01015,207.2,215.01015,205.0,5.62822066
2015-02-12 00:00:00,X:BTCUSD,219.3,223.99999,223.99999,219.3,2.519
2015-02-13 00:00:00,X:BTCUSD,223.99999,232.80282,240.0,207.0,58.79329537000001
2015-02-14 00:00:00,X:BTCUSD,233.0,250.0,250.0,228.0,44.01001128000004
2015-02-15 00:00:00,X:BTCUSD,234.70965,235.2728,264.79663,228.0,48.66836807000001
2015-02-16 00:00:00,X:BTCUSD,230.9,250.65756,250.65756,227.6674,27.05081394
2015-02-17 00:00:00,X:BTCUSD,232.41754,249.98294,249.98294,230.29618,7.416014999999999
2015-02-18 00:00:00,X:BTCUSD,239.04557,236.00001,239.76,230.30013,14.94190669
2015-02-19 00:00:00,X:BTCUSD,237.9,240.1,244.055,237.9,6.173579999999997
2015-02-20 00:00:00,X:BTCUSD,242.11099,240.09028,248.5,240.09028,40.42599122
2015-02-21 00:00:00,X:BTCUSD,240.12031,240.12031,240.12031,240.12031,0.03775
2015-02-22 00:00:00,X:BTCUSD,247.43614,235.0,247.43614,235.0,21.396859200000037
2015-02-23 00:00:00,X:BTCUSD,235.11,236.1201,239.9,234.08001,28.04909921000004
2015-02-24 00:00:00,X:BTCUSD,237.96427,238.0,238.0,237.94427,0.88
2015-02-25 00:00:00,X:BTCUSD,240.183,237.01552,240.183,237.01552,6.478653209999999
2015-02-26 00:00:00,X:BTCUSD,237.05652,239.63507,239.63507,235.0,22.713520600000003
2015-02-27 00:00:00,X:BTCUSD,239.60403,247.05224,259.41692,237.9975,122.7685226899999
2015-02-28 00:00:00,X:BTCUSD,247.05039,250.11,255.74888,244.00001,45.02534393000031
2015-03-01 00:00:00,X:BTCUSD,250.11,249.89344,261.4978,240.00576,22.886845140000037
2015-03-02 00:00:00,X:BTCUSD,254.90181,271.36702,279.99798,250.06853,53.683398390000015
2015-03-03 00:00:00,X:BTCUSD,278.0,276.45248,280.0947,264.68794,24.928836390000008
2015-03-04 00:00:00,X:BTCUSD,276.52394,274.79073,285.73048,267.32,38.22587365000008
2015-03-05 00:00:00,X:BTCUSD,272.32736,272.19753,278.60804,265.17001,14.734610669999991
2015-03-06 00:00:00,X:BTCUSD,269.65122,260.00005,275.4619,260.00005,10.689149999999993
2015-03-07 00:00:00,X:BTCUSD,270.0,269.93423,270.0,269.89856,0.18738
2015-03-08 00:00:00,X:BTCUSD,279.98011,270.07622,279.99575,270.07622,3.75796
2015-03-09 00:00:00,X:BTCUSD,270.12774,296.99983,297.50744,270.12774,18.777936869999994
2015-03-10 00:00:00,X:BTCUSD,287.2091,291.0,299.999,287.2091,29.26992320000008
2015-03-11 00:00:00,X:BTCUSD,291.0,295.6975,299.93926,289.0,36.96841795
2015-03-12 00:00:00,X:BTCUSD,296.93748,290.27606,296.93748,289.3671,8.17787305
2015-03-13 00:00:00,X:BTCUSD,290.03538,286.99089,293.0,272.0,78.46152761000012
2015-03-14 00:00:00,X:BTCUSD,277.53005,282.32767,288.62895,272.63893,54.24510745000005
2015-03-15 00:00:00,X:BTCUSD,287.25,288.0,288.0,281.51071,0.14544647
2015-03-16 00:00:00,X:BTCUSD,288.0,294.44197,294.44402,287.99999,32.98529418
2015-03-17 00:00:00,X:BTCUSD,293.99543,288.1992,294.96033,284.0,17.91309279
2015-03-18 00:00:00,X:BTCUSD,283.37061,257.47999,283.37065,250.00002,37.66223963000005
2015-03-19 00:00:00,X:BTCUSD,253.4492,255.00001,280.86996,253.4492,6.26311755
2015-03-20 00:00:00,X:BTCUSD,270.0,272.48632,272.48632,256.03388,1.21432643
2015-03-21 00:00:00,X:BTCUSD,261.67457,259.68252,261.67457,259.68252,0.1197299999999999
2015-03-22 00:00:00,X:BTCUSD,258.0598,271.34,271.34,258.0598,18.17892453
2015-03-23 00:00:00,X:BTCUSD,271.99899,266.57785,271.99901,263.00001,9.083248669999984
2015-03-24 00:00:00,X:BTCUSD,263.71189,247.0,263.73404,245.00001,28.82396973
2015-03-25 00:00:00,X:BTCUSD,247.04008,250.97809,250.99964,237.685,9.872057269999996
2015-03-26 00:00:00,X:BTCUSD,250.5,251.8985,268.99998,250.04807,14.116976539999998
2015-03-27 00:00:00,X:BTCUSD,248.57992,252.0,252.0,242.87629,0.68489832
2015-03-28 00:00:00,X:BTCUSD,247.80743,252.5,255.69955,247.80743,2.123469560000001
2015-03-29 00:00:00,X:BTCUSD,250.99973,243.58836,250.99973,240.43751,4.381622329999999
2015-03-30 00:00:00,X:BTCUSD,246.02468,268.99959,268.99959,240.18791,4.647841489999999
2015-03-31 00:00:00,X:BTCUSD,249.93732,244.42198,259.99004,244.42198,1.026009
2015-04-01 00:00:00,X:BTCUSD,248.79996,242.97551,249.24224,241.05751,17.81256569000001
2015-04-02 00:00:00,X:BTCUSD,247.59,253.0,255.93,240.0,19.647689789999998
2015-04-03 00:00:00,X:BTCUSD,251.19687,252.89904,256.0,249.37241,3.1142486
2015-04-04 00:00:00,X:BTCUSD,255.0,249.55506,255.0,249.52004,9.16083667
2015-04-05 00:00:00,X:BTCUSD,253.75267,259.99476,259.99476,253.75267,1.4511167600000003
2015-04-06 00:00:00,X:BTCUSD,261.0,254.41999,262.4245,253.01101,12.029357049999994
2015-04-07 00:00:00,X:BTCUSD,253.05602,248.84735,256.87938,246.51001,25.81167990999997
2015-04-08 00:00:00,X:BTCUSD,248.84735,249.45692,258.23933,244.3875,13.747920839999995
2015-04-09 00:00:00,X:BTCUSD,245.5,249.26784,249.44738,239.9625,7.551209999999997
2015-04-10 00:00:00,X:BTCUSD,241.0,242.49256,245.85,232.84648,37.757890960000125
2015-04-11 00:00:00,X:BTCUSD,242.4924,232.5832,242.4924,230.75821,23.524386810000003
2015-04-12 00:00:00,X:BTCUSD,234.04946,239.99978,239.99999,234.04946,18.943426480000007
2015-04-13 00:00:00,X:BTCUSD,239.99972,227.93527,239.99999,223.542,21.321779640000024
2015-04-14 00:00:00,X:BTCUSD,227.93527,221.97962,231.84673,216.50029,41.26620631000001
